service_approval_number, date_approval_granted, geocode_level, trading_name, provider_approval_number, state, postcode, conditions, legal_name, suburb, address, ogc_fid, longitude, latitude
null,"26 Apr 2013","Address","Early Steps Family Day Care Pty Ltd","PR-40000396","VIC",3061,null,"EARLY STEPS FAMILY DAY CARE PTY. LTD.","CAMPBELLFIELD","1523-1525 SYDNEY RD ",7354,144.9558385,-37.6804246
null,"16 Dec 2013","Address",null,"PR-40001327","VIC",3147,null,"Saffron & Co (Victoria) Pty. Ltd","ASHWOOD","2 BROOKE CT ",7355,145.098651,-37.865598
null,"16 May 2014","Address","SMART KINDER","PR-40001691","VIC",3037,null,"ATN SOLUTION PTY LTD","SYDENHAM","2 SALISBURY CT ",7357,144.759907,-37.692969
null,"12 Feb 2015","Address",null,"PR-40003195","VIC",3126,null,"PREMIER HOUSE AUSTRALIA PTY. LTD.","CANTERBURY","37 MYRTLE RD ",7359,145.0721551,-37.8268486
null,"17 Mar 2014","Address","Heidelberg Early Learning Centre","PR-40001710","VIC",3155,null,"Education & Care P/L ATF The Education & Care Trust","BORONIA","8 MOUNT VIEW RD ",7362,145.298786,-37.85599
null,"01 Jan 2012","Address",null,"PR-00006541","VIC",3105,null,"The Trustee for Lapadula Holdings Trust","BULLEEN","UNIT 1 22 ROBERT STREET",7363,145.0859364,-37.7622298
null,"29 Dec 2011","Address",null,"PR-00002873","VIC",3061,null,"Kids Community Pty Ltd","CAMPBELLFIELD","UNIT 4  1447-1451 SYDNEY ROAD",7364,144.9569321,-37.6880862
null,"29 Dec 2011","Address",null,"PR-00001837","VIC",3145,null,"Sunnyside Kindergarten Association Inc","MALVERN EAST","5 COOINDA PL ",7374,145.0668644,-37.880067
null,"29 Dec 2011","Address",null,"PR-00003074","VIC",3023,null,"Blossom Family Day Care Scheme Pty Ltd","DEER PARK","57 PIONEER DR ",7375,144.7604755,-37.7786909
null,"14 Sep 2012","Address","Rainbow Dreams","PR-00006775","VIC",3029,null,"Mrs Idil Artan","HOPPERS CROSSING","OFFICE 1 174-180 OLD GEELONG ROAD",7378,144.7150734,-37.8766721
null,"01 Dec 2015","Address",null,"PR-40003734","VIC",3021,null,"MOTHERS TRUSTED CARE PTY LTD","KEALBA","12 DONNELLY CT ",7381,144.821405,-37.735629
null,"18 Nov 2016","Address","Bambini Hampton Pty Ltd","PR-40009187","VIC",3206,null,"Bambini Hampton Pty Ltd","MIDDLE PARK","20B ARMSTRONG STREET ",7382,144.964176,-37.85021
null,"29 Dec 2011","Address",null,"PR-00002468","VIC",3206,null,"Bambini Juniors Pty Ltd","MIDDLE PARK","20B ARMSTRONG STREET ",7383,144.964176,-37.85021
null,"05 Sep 2013","Address","Favour Family Day Care","PR-40000395","VIC",3020,null,"Freddy Olela","SUNSHINE","25 SUN CRES ",7386,144.830479,-37.787777
null,"02 Sep 2013","Address","SWEET MELON FAMILY DAY CARE","PR-40000853","VIC",3021,null,"SWEET MELON FAMILY DAY CARE PTY LTD","ALBANVALE","4 GARDNER CT ",7388,144.767722,-37.746935
null,"29 Dec 2011","Address",null,"PR-00002690","VIC",3806,null,"Harkaway Primary School","HARKAWAY","65-67 KING ROAD ",7389,145.3452774,-38.0009175
null,"11 Mar 2016","Address","Northern Family Day Care","PR-40005325","VIC",3752,null,"NORTHERN FAMILY DAY CARE PTY. LTD.","SOUTH MORANG","2 RAINTREE ST ",7402,145.0799027,-37.6323814
null,"13 Jan 2015","Address","KIDS FUTURE FAMILY DAY CARE PTY LTD","PR-40002161","VIC",3082,null,"KIDS FUTURE FIRST FAMILY DAY CARE PTY LTD","MILL PARK","5 FORD CT ",7405,145.049851,-37.664661
null,"01 Jan 2012","Address",null,"PR-00006535","VIC",3011,null,"Children's First Choice Family Day Care Pty Ltd","FOOTSCRAY","59 RYAN ST ",7407,144.9015264,-37.798779
null,"23 Dec 2014","Address","LA COCCINELLE FAMILY DAY CARE","PR-40001783","VIC",3020,null,"LA COCCINELLE FAMILY DAY CARE PTY LTD","SUNSHINE WEST","8A TRACEY TCE ",7408,144.7903111,-37.7864422
null,"02 Aug 2013","Address","Red Blossom Family Day Care","PR-40000623","VIC",3058,null,"BONITA BLOSSOM PTY LTD","COBURG","GROUND 288 SYDNEY RD ",7410,144.965703,-37.747447
null,"28 May 2014","Address",null,"PR-40001793","VIC",3150,null,"V & M CHILDREN SERVICES PTY. LTD ATF The Trustee for V & M UNIT TRUST","GLEN WAVERLEY","1 JAMES RD ",7412,145.177783,-37.876637
null,"02 Sep 2013","Address","VJ Services","PR-40000978","VIC",3150,null,"VJ SERVICES AUSTRALIA PTY. LTD. ATF JOSHI FAMILY TRUST","GLEN WAVERLEY","1 JAMES RD ",7413,145.177783,-37.876637
null,"09 Apr 2014","Address","Children Paradise Family Day Care","PR-40001251","VIC",3029,null,"CHILDREN PARADISE PTY LTD","TRUGANINA","23 RONALD RD ",7417,144.7243796,-37.8538023
null,"27 Apr 2015","Address",null,"PR-40003920","VIC",3101,null,"DOUBLE HELIX PTY. LTD.","KEW","27 BARRY ST ",7418,145.026937,-37.801489
null,"11 Feb 2013","Address","A Grade Family Day Care","PR-40000196","VIC",3752,null,"Anab Mohamud","SOUTH MORANG","4 BOWDEN ST ",7420,145.1038528,-37.6203477
null,"05 Jul 2013","Address","Dorsys Family Day Care","PR-40000419","VIC",3011,null,"NILE GROUP FAMILY DAY CARE PTY LTD","FOOTSCRAY","UNIT 1 123 PAISLEY STREET ",7424,144.893644,-37.800342
null,"29 Dec 2011","Address",null,"PR-00002575","VIC",3168,null,"Judith Huang","CLAYTON","34 MORTON ST ",7433,145.138566,-37.917406
null,"29 Dec 2011","Address",null,"PR-00001985","VIC",3181,null,"Wilbec Pty Ltd","WINDSOR","37 DUKE ST ",7434,144.9949972,-37.8539674
null,"03 Jun 2015","Address",null,"PR-40003854","VIC",3124,null,"Visible Thinking Education Pty Ltd","CAMBERWELL","13 GARDEN RD ",7439,145.090987,-37.843675
null,"09 Sep 2013","Address","Dorset Early Learning & Kindergarten","PR-40000979","VIC",3136,null,"FUTURES FOR KIDS PTY LTD","CROYDON","214- 216 DORSET RD ",7440,145.291393,-37.790698
null,"25 Jun 2014","Address","Kids Connection Family Day Care Pty Ltd","PR-40001444","VIC",3174,null,"Kids Connection Family Day Care Pty Ltd","NOBLE PARK","3 REX CT ",7441,145.175304,-37.976036
null,"20 Aug 2015","Address",null,"PR-40003196","VIC",3199,null,"HIC CHILDCARE CENTRE PTY LTD","FRANKSTON","45 DAVEY ST ",7443,145.1242224,-38.1468617
null,"19 Dec 2012","Address","Innovation Family Day Care","PR-40000011","VIC",3072,null,"Maimun Mohamed","PRESTON","112 HIGH ST ",7445,145.0025844,-37.747845
null,"23 Sep 2015","Address","Leora Baby Centre","PR-40005214","VIC",3162,null,"Happy Toddlers Pty Ltd ATF Babycentre Trust","CAULFIELD SOUTH","12 DOVER ST ",7446,145.021888,-37.895279
null,"28 May 2014","Address",null,"PR-40001687","VIC",3125,null,"Athanasia Babaniaris","BURWOOD","23 CUMMING ST ",7449,145.113379,-37.851966
null,"29 Dec 2011","Address",null,"PR-00001421","VIC",3196,null,"Chelsea Heights Kindergarten Inc","CHELSEA HEIGHTS","29 THIRD AVE ",7454,145.1337139,-38.0434583
null,"29 Oct 2012","Address","Sunny Star Berwick","PR-40000019","VIC",3805,null,"SUNNY PHOTOGRAPHIX PTY. LTD.","NARRE WARREN SOUTH","4 ALKIRA CT ",7455,145.281863,-38.066277
null,"29 Dec 2011","Address",null,"PR-00002662","VIC",3022,null,"Ardeer Primary School","ARDEER","84 - 114 SUSPENSION STREET ",7460,144.8000363,-37.7815382
null,"15 Dec 2014","Address","Xyz Early Learning Centre","PR-40002157","VIC",3152,null,"XYZ EARLY LEARNING CENTRE PTY LTD","WANTIRNA","113 HAROLD ST ",7464,145.227339,-37.856414
null,"09 Feb 2016","Address","Foundations Family Day Care","PR-40006377","VIC",3138,null,"Foundations Family Day Care Pty. Ltd. as Trustee for K&3C Family Trust","MOOROOLBARK","4 KYLIE CL ",7467,145.3359457,-37.785356
null,"19 Nov 2015","Address",null,"PR-40005603","VIC",3143,null,"BRITMORE PTY LTD ATF BENDRA UNIT TRUST","ARMADALE","17 RAILWAY AVE ",7470,145.026532,-37.864438
null,"19 Jan 2016","Address","Beyond education fdc","PR-40004504","VIC",3073,null,"BEYOND EDUCATION FDC PTY LTD","RESERVOIR","3 HAMERSLEY CT ",7472,144.977491,-37.693804
null,"29 Dec 2011","Address",null,"PR-00003087","VIC",3124,null,"N and L CURRIE Pty Ltd atf the CURRIE INVESTMENT TRUST and J and K STEWART (Vic) Pty Ltd atf the Stewart Investment Trust as VINDALOO PARTNERSHIP","CAMBERWELL","35 FAIRVIEW AVE ",7473,145.093194,-37.847135
null,"11 May 2016","Address",null,"PR-40003903","VIC",3029,null,"Clever Connection Family Day Care Pty Ltd","TRUGANINA","4 CASABLANCA CT ",7475,144.7268033,-37.8382753
null,"29 Dec 2011","Address",null,"PR-00002227","VIC",3123,null,"Playkidz Enterprises Pty Ltd","HAWTHORN EAST","54 - 56 HAROLD STREET ",7477,145.055839,-37.828023
null,"29 Dec 2011","Address",null,"PR-00002488","VIC",3108,null,"BP Global Pty Ltd","DONCASTER","6-10 HIGH ST ",7478,145.105287,-37.7874418
null,"29 Dec 2011","Address",null,"PR-00002281","VIC",3108,null,"Wonderland Childcare and Kindergarten Pty Ltd","DONCASTER","6-10 HIGH ST ",7479,145.105287,-37.7874418
null,"22 May 2017","Address","Dromana Early Learning Centre & Kindergarten","PR-40010949","VIC",3936,null,"Kangatoo Pty Ltd ATF The Kangatoo Trust","DROMANA","10 NEPEAN HWY ",7482,144.974951,-38.328561
null,"29 Dec 2011","Address",null,"PR-00002093","VIC",3194,null,"Lots Of Cuddles Child Care Pty Ltd","PARKDALE","13 GENOA ST ",7483,145.070337,-37.993438
null,"10 Nov 2016","Address","Link Family Day care","PR-40008006","VIC",3037,null,"LINK FAMILY DAY CARE PTY LTD","HILLSIDE","8 MALLARD CL ",7490,144.7470575,-37.6836106
null,"29 Dec 2011","Address",null,"PR-00002608","VIC",3165,null,"St Peter's Catholic Church East Bentleigh","BENTLEIGH EAST","824- 844 CENTRE ROAD ",7491,145.0705622,-37.9227862
null,"09 Feb 2015","Address","Safe Hands Family Day Care","PR-40000666","VIC",3029,null,"SAFE HANDS FAMILY DAY CARE PTY. LTD.","TARNEIT","1 FAIRLANE CT ",7492,144.6767024,-37.8337555
null,"29 Dec 2011","Address",null,"PR-00003061","VIC",3977,null,"MJEM Nominees Pty Ltd trustee for the currie family trust","CRANBOURNE","16-18 STATION ST ",7498,145.280929,-38.100928
null,"29 Dec 2011","Address",null,"PR-00001536","VIC",3102,null,"Glass Street Kindergarten Association Inc","KEW EAST","16A GLASS STREET ",7499,145.0607724,-37.793873
null,"03 Dec 2015","Address","Learning House Pty Ltd","PR-40003485","VIC",3029,null,"Learning House Pty Ltd ATF Learning House Unit Trust","TARNEIT","2 FAIRLANE CT ",7500,144.676734,-37.8336063
null,"29 May 2013","Address","Daylight Family Day Care","PR-40000356","VIC",3020,null,"Johara Mohamed Omar","SUNSHINE WEST","2 HUNT CT ",7501,144.820153,-37.799509
null,"15 Jun 2016","Address","ST MONICA'S SCHOOL","PR-40007277","VIC",3011,null,"ST MONICAS SCHOOL","FOOTSCRAY","2 WINGFIELD ST ",7502,144.9071497,-37.8012959
null,"24 Jun 2014","Address",null,"PR-40001905","VIC",3150,null,"ZHENGTING EDUCATIONAL INVESTMENT PTY LTD","WHEELERS HILL","28 STRADA CRES ",7503,145.16734,-37.907142
null,"27 Apr 2016","Address","CREST Children's Sanctuary","PR-40007021","VIC",3078,null,"CREST Children's Sanctuary PTY LTD","FAIRFIELD","29 RAILWAY PL ",7504,145.018392,-37.779572
null,"29 Dec 2011","Address",null,"PR-00002365","VIC",3198,null,"Bryson Management Pty Ltd","SEAFORD","3/39 BRUNEL ROAD ",7507,145.1439669,-38.1008358
null,"03 Feb 2012","Address","Hope Patterson Lakes Pty Ltd","PR-00006491","VIC",3198,null,"Hope Patterson Lakes Pty Ltd","SEAFORD","3/39 BRUNEL ROAD ",7508,145.1439669,-38.1008358
null,"02 Jun 2016","Address","Grandma's House Nursery & Kindergarten","PR-40007695","VIC",3058,null,"Burnrade Pty Ltd ATF The Burnrade Investment Trust","COBURG","33 MOORE ST ",7509,144.9686801,-37.754041
null,"29 Aug 2016","Address","The Orchard Early Learning Centre","PR-40008123","VIC",3123,null,"SIX ALBERT INVESTMENTS PTY. LTD.","HAWTHORN EAST","37 HARCOURT ST ",7510,145.052682,-37.818481
null,"29 Dec 2011","Address",null,"PR-00001426","VIC",3205,null,"Clarendon Children's Centre Co-op Ltd","SOUTH MELBOURNE","410 CLARENDON ST ",7512,144.9620017,-37.8367544
null,"09 Nov 2012","Address","Kids Future Family Day Care","PR-00007137","VIC",3023,null,"Ayor Malual","BURNSIDE","7 LANDY CT ",7517,144.756885,-37.759345
null,"15 Mar 2016","Address","BRILLIANT CHILD FAMILY DAY CARE SCHEME","PR-40005381","VIC",3064,null,"SIDRA N SHAHAB PTY LTD ATF Shahab Family Trust","CRAIGIEBURN","9 IPSWICH PL ",7519,144.931218,-37.603187
null,"26 Sep 2016","Address","Kids Individual daycare solutions","PR-40006120","VIC",3083,null,"Kids Individual Daycare Solutions Pty. Ltd. ATF Clark Family Trust","BUNDOORA","1 BODKIN AVE ",7520,145.076762,-37.692578
null,"22 Jul 2013","Address","One Care Family Day Care","PR-40000674","VIC",3174,null,"K ALLAMY & R HASSAN","DALLAS","1 FRANK ST ",7521,144.9481646,-37.6716291
null,"15 Nov 2016","Address","Platypus Junction Croydon Pty Ltd","PR-40009314","VIC",3188,null,"Platypus Junction Croydon Pty Ltd ATF Platypus Junction Croydon Trust","HAMPTON","12 KANOWNA ST ",7524,145.009299,-37.944208
null,"29 Dec 2011","Address",null,"PR-00002436","VIC",3188,null,"Platypus Junction Group Pty Ltd ATF The Platypus Junction Group Trust","HAMPTON","12 KANOWNA ST ",7525,145.009299,-37.944208
null,"28 Sep 2016","Address",null,"PR-40008122","VIC",3038,null,"Janeeva Ghanem","KEILOR DOWNS","2 SOBAR CT ",7527,144.795989,-37.714538
null,"29 Dec 2011","Address",null,"PR-00002450","VIC",3806,null,"The Cottage Care Centre Monbulk Pty Ltd","BERWICK","26 HOBART AVE ",7530,145.354775,-38.043059
null,"08 Mar 2016","Address",null,"PR-40006520","VIC",3143,null,"Cassnic Childcare Developments Pty Ltd","ARMADALE","40 ADELAIDE ST ",7531,145.028367,-37.854033
null,"24 Jul 2014","Address",null,"PR-40001963","VIC",3136,null,"C NEWELL & K SCANLON PTY LTD","CROYDON","43 HIGHLAND AVE ",7532,145.264427,-37.78559
null,"12 Jun 2015","Address","OSHCLUB PTY LTD","PR-40004402","VIC",3166," The Approved Provider is to ensure that at all times the enrolled children are accompanied by a contact staff member to the toilet facilities unless the contact staff and enrolled children are participating in outdoor play adjacent to these toilet facilities. •\tThe Approved provider is to ensure that at all times the enrolled children are accompanied by a contact staff member to the toilet facilities unless the contact staff and enrolled children are participating in outdoor play adjacent to these toilet facilities.","OSHCLUB PTY LTD","OAKLEIGH","50 DOWNING ST ",7535,145.093564,-37.9028888
null,"16 Sep 2013","Address","Kool Kidz on Wellington","PR-40000983","VIC",3193,null,"SABMAR PTY LTD","BEAUMARIS","6 ARMSTRONG ST ",7536,145.046893,-37.980876
null,"29 Aug 2016","Address","Rangebank Primary School OSHC","PR-40008582","VIC",3806,null,"Victorian OSHC Services Pty Ltd ATF Victorian Services Trust","BERWICK","13 PARRAMATTA PL ",7540,145.336678,-38.062188
null,"11 Nov 2016","Address","KIDS DIVINE","PR-40006162","VIC",3046,null,"ITUAU TAUMATEINE","HADFIELD","18 BOND ST ",7543,144.950306,-37.713981
null,"24 Oct 2014","Address","Happy Kidz Family Day Care","PR-40001387","VIC",3803,null,"Mrs Maliha Sadath","HALLAM","3 TURANGA PL ",7547,145.273014,-38.002789
null,"13 Sep 2012","Address","Mona Family Day Care","PR-00006965","VIC",3145,null,"Mrs Nazanin Ghanbarnejad","MALVERN EAST","5 PRIOR RD ",7551,145.087094,-37.883038
null,"29 Dec 2011","Address",null,"PR-00002557","VIC",3047,null,"Broadmeadows Primary School (School Council)","BROADMEADOWS","62-70 BLAIR STREET ",7554,144.928653,-37.6796184
null,"29 Dec 2011","Address",null,"PR-00001962","VIC",3124,null,"Camberwell Kindergarten and Child Care Centre Inc","CAMBERWELL","25 TRAFALGAR RD ",7572,145.063729,-37.833
null,"11 Mar 2014","Address","HORSEED FAMILY DAY CARE","PR-40001283","VIC",3024,null,"HORSEED FAMILY DAY CARE PTY LTD","WYNDHAM VALE","3 LADY PENRHYN DR ",7577,144.6261924,-37.8811667
null,"10 May 2016","Address","Mentone Childcare & Kindergarten","PR-40007172","VIC",3146,null,"Patterson Lakes Childcare Pty Ltd ATF Mentone Kindergarten Discretionary Trust","GLEN IRIS","3 WILLOBY AVE ",7578,145.053103,-37.864673
null,"30 Dec 2015","Address",null,"PR-40006437","VIC",3105,null,"FUTURE SUPER STARS ELC SUNSHINE PTY LTD","BULLEEN","4 MARCELLIN RD ",7581,145.087804,-37.769734
null,"13 May 2016","Address",null,"PR-40007438","VIC",3105,null,"FUTURE SUPER STARS ELC THOMASTOWN PTY LTD","BULLEEN","4 MARCELLIN RD ",7582,145.087804,-37.769734
null,"19 Sep 2016","Address",null,"PR-40008140","VIC",3105," The approved provider must undertake professional development in leadership and service management by 19 December 2016 The professional development must be delivered by a recognised early childhood organisation or expert approved in writing by the Department prior to undertaking the professional development. The Department must be provided with proof of the completion of the professional development within 7 days of completion.","PLATYPUS CHILDCARE PTY LTD","BULLEEN","4 MARCELLIN RD ",7583,145.087804,-37.769734
null,"15 Mar 2016","Address","Big Kids Lil Kids Family Day Care","PR-40005150","VIC",3029,null,"Lina-Jane Iuta","HOPPERS CROSSING","6 GOLCONDA CL ",7585,144.710961,-37.854549
null,"27 Mar 2017","Address","Quality Training First Aid","PR-40006225","VIC",3048,null,"Quality Training PTY LTD","MEADOW HEIGHTS","6 MACALISTER CT ",7586,144.922274,-37.642088
null,"30 May 2017","Address","NORITER BILINGUAL EARLY LEARNING","PR-40009402","VIC",3150,null,"Kim & Forday Pty Ltd ATF Forday Family Trust","GLEN WAVERLEY","8 NESTAN CT ",7588,145.163347,-37.87333
null,"22 May 2015","Address","OMEGA FAMILY DAY CARE","PR-40001828","VIC",3175,null,"OMEGA CARE PTY LTD","DANDENONG NORTH","10 BIRCH AVE ",7595,145.2047,-37.963871
null,"08 Sep 2014","Address",null,"PR-40001991","VIC",3029,null,"YARA CHILDCARE CENTRES PTY LTD","TRUGANINA","2 MALA ST ",7600,144.7249102,-37.8431421
null,"02 Jan 2014","Address","ASMARA FAMILY DAY CARE SERVICES","PR-40001036","VIC",3030,null,"ASMARA FAMILY DAY CARE PTY LTD","DERRIMUT","2 PEMBROKE CRES ",7601,144.7565924,-37.7829015
null,"29 Dec 2011","Address",null,"PR-00001677","VIC",3150,null,"Monash City Council","GLEN WAVERLEY","293 SPRINGVALE RD ",7602,145.1649998,-37.8823527
null,"26 Nov 2014","Address",null,"PR-40002572","VIC",3195,null,"HAPPY TIMES CHILD CARE & EARLY LEARNING CENTRE PTY LTD","PARKDALE","30 HAWKE ST ",7603,145.080943,-37.984528
null,"19 Dec 2016","Address","In Loving Hands Family Day Care Scheme","PR-40008461","VIC",3131,null,"Christiina Anneli Savolainen","NUNAWADING","33 MCCULLOCH ST ",7604,145.180494,-37.814938
null,"16 Jul 2013","Address","Mum's Choice Family Day Care","PR-40000603","VIC",3027,null,"J KAUR & N SAFI","WILLIAMS LANDING","6 LAPWING CL ",7608,144.7379126,-37.8552817
null,"29 Dec 2011","Address",null,"PR-00002614","VIC",3037,null,"Al-ishraaq Pty Ltd ATF Ahsan's Family Trust","HILLSIDE","6 PURLEY CT ",7609,144.7502956,-37.6810274
null,"02 Aug 2013","Address","Rainbow Kidz Family Day Care","PR-40000842","VIC",3064,null,"Netsa Berhane","CRAIGIEBURN","7 EMERDALE PL ",7611,144.90588,-37.590967
null,"03 Aug 2015","Address",null,"PR-40004655","VIC",3106,null,"CARVEN EARLY EDUCATION PTY LTD","TEMPLESTOWE","7 SPRING VALLEY DR ",7612,145.156642,-37.754023
null,"05 Jul 2013","Address","Eclipse Early Education Wallan","PR-40000885","VIC",3205,null,"EG 5 Operations Pty Ltd ATF The Trustee for EG5 Operations Unit Trust","SOUTH MELBOURNE","92 THISTLETHWAITE ST",7613,144.950717,-37.831872
